file_type,file_path,preview_detected,status,screenshot
PNG,D:\test_automation_ui\test_automation_ui\IT23184794\IT23184794_sample.png,True,PASS,D:\test_automation_ui\test_automation_ui\IT23184794\results\preview_pass.png
